Book,Chapter,Verse,Alignment Sequence,Type,Word Sequence,Occurence,Occurences,Word,Strong,Lemma,Morph
Titus,2,7,3,T,1,1,1,παρεχόμενος,G39300,παρέχω,"Gr,V,PPM.NMS"
Titus,2,7,3,T,2,1,1,τύπον,G51790,τύπος,"Gr,N,....AMS"
Titus,2,7,3,B,1,1,1,so,,,
Titus,2,7,3,B,2,1,3,that,,,
Titus,2,7,3,B,3,1,1,others,,,
Titus,2,7,3,B,4,1,2,will,,,
Titus,2,7,3,B,5,1,1,see,,,
Titus,2,7,3,B,6,2,2,what,,,
Titus,2,7,3,B,7,1,2,they,,,
Titus,2,7,3,B,8,1,1,should,,,
Titus,2,7,3,B,9,1,1,also,,,
Titus,2,7,3,B,10,1,1,be,,,
Titus,2,7,3,B,11,1,1,doing,,,
Titus,2,7,4,T,1,1,1,καλῶν,G25700,καλός,"Gr,A,....GNP"
Titus,2,7,4,T,2,1,1,ἔργων,G20410,ἔργον,"Gr,N,....GNP"
Titus,2,7,4,B,1,1,1,do,,,
Titus,2,7,4,B,2,1,2,what,,,
Titus,2,7,4,B,3,1,2,is,,,
Titus,2,7,4,B,4,1,1,good,,,
Titus,2,7,5,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,2,7,5,T,2,1,1,τῇ,G35880,ὁ,"Gr,E,....DFS"
Titus,2,7,5,T,3,1,1,διδασκαλίᾳ,G13190,διδασκαλία,"Gr,N,....DFS"
Titus,2,7,5,B,1,1,1,When,,,
Titus,2,7,5,B,2,1,2,you,,,
Titus,2,7,5,B,3,1,1,teach,,,
Titus,2,7,5,B,4,1,1,the,,,
Titus,2,7,5,B,5,1,1,believers,,,
Titus,2,7,6,T,1,1,1,ἀφθορίαν,G08627,ἀφθορία,"Gr,N,....AFS"
Titus,2,7,6,B,1,1,1,make,,,
Titus,2,7,6,B,2,1,1,sure,,,
Titus,2,7,6,B,3,2,3,that,,,
Titus,2,7,6,B,4,1,1,everything,,,
Titus,2,7,6,B,5,2,2,you,,,
Titus,2,7,6,B,6,1,2,say,,,
Titus,2,7,6,B,7,2,2,is,,,
Titus,2,7,6,B,8,1,1,true,,,
Titus,2,7,7,T,1,1,1,σεμνότητα,G45870,σεμνότης,"Gr,N,....AFS"
Titus,2,7,7,B,1,1,1,and,,,
Titus,2,7,7,B,2,2,2,say,,,
Titus,2,7,7,B,3,1,1,it,,,
Titus,2,7,7,B,4,1,1,in,,,
Titus,2,7,7,B,5,1,1,a,,,
Titus,2,7,7,B,6,1,1,way,,,
Titus,2,7,7,B,7,3,3,that,,,
Titus,2,7,7,B,8,2,2,they,,,
Titus,2,7,7,B,9,2,2,will,,,
Titus,2,7,7,B,10,1,1,respect,,,
Titus,2,8,1,T,1,1,1,λόγον,G30560,λόγος,"Gr,N,....AMS"
Titus,2,8,1,B,1,1,1,Teach,,,
Titus,2,8,1,B,2,1,2,people,,,
Titus,2,8,1,B,3,1,1,with,,,
Titus,2,8,1,B,4,1,1,messages,,,
Titus,2,8,2,T,1,1,1,ὑγιῆ,G51990,ὑγιής,"Gr,A,....AMS"
Titus,2,8,2,B,1,1,1,what,,,
Titus,2,8,2,B,2,1,1,is,,,
Titus,2,8,2,B,3,1,1,right,,,
Titus,2,8,3,T,1,1,1,ἀκατάγνωστον,G01760,ἀκατάγνωστος,"Gr,S,....AMS"
Titus,2,8,3,B,1,1,3,that,,,
Titus,2,8,3,B,2,1,1,no,,,
Titus,2,8,3,B,3,1,1,one,,,
Titus,2,8,3,B,4,1,2,can,,,
Titus,2,8,3,B,5,1,1,criticize,,,
Titus,2,8,4,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,2,8,4,B,1,1,1,so,,,
Titus,2,8,4,B,2,2,3,that,,,
Titus,2,8,5,T,1,1,1,ὁ,G35880,ὁ,"Gr,R,....NMS"
Titus,2,8,5,B,1,1,1,if,,,
Titus,2,8,5,B,2,1,1,anybody,,,
Titus,2,8,6,T,1,1,1,ἐξ,G15370,ἐκ,"Gr,P,......."
Titus,2,8,6,T,2,1,1,ἐναντίας,G17270,ἐναντίος,"Gr,S,....GFS"
Titus,2,8,6,B,1,1,1,wants,,,
Titus,2,8,6,B,2,1,1,to,,,
Titus,2,8,6,B,3,1,1,stop,,,
Titus,2,8,6,B,4,1,1,you,,,
Titus,2,8,7,T,1,1,1,ἐντραπῇ,G17880,ἐντρέπω,"Gr,V,SAP3..S"
Titus,2,8,7,B,1,1,1,other,,,
Titus,2,8,7,B,2,2,2,people,,,
Titus,2,8,7,B,3,1,2,will,,,
Titus,2,8,7,B,4,1,1,shame,,,
Titus,2,8,7,B,5,1,1,them,,,
Titus,2,8,8,T,1,1,1,μηδὲν,G33670,μηδείς,"Gr,R,....ANS"
Titus,2,8,8,B,1,1,1,because,,,
Titus,2,8,8,B,2,1,1,nothing,,,
Titus,2,8,9,T,1,1,1,ἔχων,G21920,ἔχω,"Gr,V,PPA.NMS"
Titus,2,8,9,B,1,1,2,they,,,
Titus,2,8,9,B,2,2,2,will,,,
Titus,2,8,9,B,3,1,1,have,,,
Titus,2,8,10,T,1,1,1,λέγειν,G30040,λέγω,"Gr,V,NPA...."
Titus,2,8,10,B,1,3,3,that,,,
Titus,2,8,10,B,2,2,2,they,,,
Titus,2,8,10,B,3,2,2,can,,,
Titus,2,8,10,B,4,1,1,justly,,,
Titus,2,8,10,B,5,1,1,say,,,
Titus,2,8,11,T,1,1,1,περὶ,G40120,περί,"Gr,P,......."
Titus,2,8,11,B,1,1,1,about,,,
Titus,2,8,12,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,2,8,12,B,1,1,1,any,,,
Titus,2,8,12,B,2,1,1,of,,,
Titus,2,8,12,B,3,1,1,us,,,
Titus,2,8,13,T,1,1,1,φαῦλον,G53370,φαῦλος,"Gr,S,....ANS"
Titus,2,8,13,B,1,1,1,bad,,,
Titus,2,9,1,T,1,1,1,Δούλους,G14010,δοῦλος,"Gr,N,....AMP"
Titus,2,9,1,B,1,1,1,As,,,
Titus,2,9,1,B,2,1,1,for,,,
Titus,2,9,1,B,3,1,1,those,,,
Titus,2,9,1,B,4,1,1,believers,,,
Titus,2,9,1,B,5,1,1,who,,,
Titus,2,9,1,B,6,1,1,are,,,
Titus,2,9,1,B,7,1,1,slaves,,,
Titus,2,9,1,B,8,1,3,them,,,
Titus,2,9,2,T,1,1,1,ἰδίοις,G23980,ἴδιος,"Gr,E,....DMP"
Titus,2,9,2,B,1,1,3,to,,,
Titus,2,9,2,B,2,1,2,their,,,
Titus,2,9,2,B,3,2,2,their,,,
Titus,2,9,3,T,1,1,1,δεσπόταις,G12030,δεσπότης,"Gr,N,....DMP"
Titus,2,9,3,B,1,1,2,masters,,,
Titus,2,9,3,B,2,2,2,masters,,,
Titus,2,9,4,T,1,1,1,ὑποτάσσεσθαι,G52930,ὑποτάσσω,"Gr,V,NPM...."
Titus,2,9,4,B,1,1,1,teach,,,
Titus,2,9,4,B,2,1,2,that,,,
Titus,2,9,4,B,3,1,1,they,,,
Titus,2,9,4,B,4,1,1,should,,,
Titus,2,9,4,B,5,1,1,always,,,
Titus,2,9,4,B,6,1,1,submit,,,
Titus,2,9,5,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,2,9,5,B,1,2,2,in,,,
Titus,2,9,6,T,1,1,1,πᾶσιν,G39560,πᾶς,"Gr,R,....DNP"
Titus,2,9,6,B,1,1,1,every,,,
Titus,2,9,6,B,2,2,2,way,,,
Titus,2,9,7,T,1,1,1,εὐαρέστους,G21010,εὐάρεστος,"Gr,S,....AMP"
Titus,2,9,7,B,1,2,3,to,,,
Titus,2,9,7,B,2,1,1,live,,,
Titus,2,9,7,B,3,1,2,in,,,
Titus,2,9,7,B,4,1,1,a,,,
Titus,2,9,7,B,5,1,2,way,,,
Titus,2,9,7,B,6,2,2,that,,,
Titus,2,9,7,B,7,1,1,pleases,,,
Titus,2,9,8,T,1,1,1,εἶναι,G15100,εἰμί,"Gr,V,NPA...."
Titus,2,9,8,B,1,1,1,Tell,,,
Titus,2,9,8,B,2,2,3,them,,,
Titus,2,9,9,T,1,1,1,μὴ,G33610,μή,"Gr,D,......."
Titus,2,9,9,B,1,1,1,and,,,
Titus,2,9,9,B,2,1,1,not,,,
Titus,2,9,10,T,1,1,1,ἀντιλέγοντας,G04830,ἀντιλέγω,"Gr,V,PPA.AMP"
Titus,2,9,10,B,1,3,3,to,,,
Titus,2,9,10,B,2,1,1,be,,,
Titus,2,9,10,B,3,1,1,argumentative,,,
Titus,2,9,10,B,4,1,1,with,,,
Titus,2,9,10,B,5,3,3,them,,,
Titus,2,10,1,T,1,1,1,μὴ,G33610,μή,"Gr,D,......."
Titus,2,10,1,B,1,1,1,not,,,
Titus,2,10,2,T,1,1,1,νοσφιζομένους,G35570,νοσφίζω,"Gr,V,PPM.AMP"
Titus,2,10,2,B,1,1,1,They,,,
Titus,2,10,2,B,2,1,1,must,,,
Titus,2,10,2,B,3,1,1,steal,,,
Titus,2,10,2,B,4,1,1,even,,,
Titus,2,10,2,B,5,1,1,little,,,
Titus,2,10,2,B,6,1,1,things,,,
Titus,2,10,2,B,7,1,1,from,,,
Titus,2,10,2,B,8,1,1,their,,,
Titus,2,10,2,B,9,1,1,masters,,,
Titus,2,10,3,T,1,1,1,ἀλλὰ,G02350,ἀλλά,"Gr,C,......."
Titus,2,10,3,B,1,1,1,instead,,,
Titus,2,10,4,T,1,1,1,πᾶσαν,G39560,πᾶς,"Gr,E,....AFS"
Titus,2,10,4,T,2,1,1,πίστιν,G41020,πίστις,"Gr,N,....AFS"
Titus,2,10,4,T,3,1,1,ἐνδεικνυμένους,G17310,ἐνδείκνυμι,"Gr,V,PPM.AMP"
Titus,2,10,4,T,4,1,1,ἀγαθήν,G00180,ἀγαθός,"Gr,S,....AFS"
Titus,2,10,4,B,1,1,2,they,,,
Titus,2,10,4,B,2,1,2,should,,,
Titus,2,10,4,B,3,1,1,be,,,
Titus,2,10,4,B,4,1,1,faithful,,,
Titus,2,10,4,B,5,1,2,to,,,
Titus,2,10,4,B,6,1,1,them,,,
Titus,2,10,5,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,2,10,5,B,1,1,1,in,,,
Titus,2,10,5,B,2,1,1,a,,,
Titus,2,10,5,B,3,1,1,way,,,
Titus,2,10,5,B,4,1,2,that,,,
Titus,2,10,6,T,1,1,2,τὴν,G35880,ὁ,"Gr,E,....AFS"
Titus,2,10,6,T,2,1,1,διδασκαλίαν,G13190,διδασκαλία,"Gr,N,....AFS"
Titus,2,10,6,B,1,1,1,all,,,
Titus,2,10,6,B,2,2,2,that,,,
Titus,2,10,6,B,3,1,1,we,,,
Titus,2,10,6,B,4,1,1,teach,,,
Titus,2,10,7,T,1,2,2,τὴν,G35880,ὁ,"Gr,R,....AFS"
Titus,2,10,7,B,1,1,1,about,,,
Titus,2,10,8,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,2,10,8,B,1,1,1,who,,,
Titus,2,10,9,T,1,1,1,Σωτῆρος,G49900,σωτήρ,"Gr,N,....GMS"
Titus,2,10,9,B,1,1,1,saves,,,
Titus,2,10,10,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,2,10,10,B,1,1,1,us,,,
Titus,2,10,11,T,1,1,1,Θεοῦ,G23160,θεός,"Gr,N,....GMS"
Titus,2,10,11,B,1,1,1,God,,,
Titus,2,10,12,T,1,1,1,κοσμῶσιν,G28850,κοσμέω,"Gr,V,SPA3..P"
Titus,2,10,12,B,1,1,1,leads,,,
Titus,2,10,12,B,2,1,1,people,,,
Titus,2,10,12,B,3,2,2,to,,,
