Book,Chapter,Verse,Alignment Sequence,Type,Word Sequence,Occurence,Occurences,Word,Strong,Lemma,Morph
Titus,3,3,11,T,1,2,3,καὶ,G25320,καί,"Gr,C,......."
Titus,3,3,11,B,1,3,5,and,,,
Titus,3,3,12,T,1,1,1,ἡδοναῖς,G22370,ἡδονή,"Gr,N,....DFP"
Titus,3,3,12,B,1,1,1,by,,,
Titus,3,3,12,B,2,1,1,pleasures,,,
Titus,3,3,13,T,1,1,1,ποικίλαις,G41640,ποικίλος,"Gr,A,....DFP"
Titus,3,3,13,B,1,1,1,various,,,
Titus,3,3,14,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,3,3,14,B,1,1,1,in,,,
Titus,3,3,15,T,1,1,1,κακίᾳ,G25490,κακία,"Gr,N,....DFS"
Titus,3,3,15,B,1,1,1,evil,,,
Titus,3,3,16,T,1,3,3,καὶ,G25320,καί,"Gr,C,......."
Titus,3,3,16,B,1,4,5,and,,,
Titus,3,3,17,T,1,1,1,φθόνῳ,G53550,φθόνος,"Gr,N,....DMS"
Titus,3,3,17,B,1,1,1,envy,,,
Titus,3,3,18,T,1,1,1,διάγοντες,G12360,διάγω,"Gr,V,PPA.NMP"
Titus,3,3,18,B,1,2,2,We,,,
Titus,3,3,18,B,2,1,1,lived,,,
Titus,3,3,19,T,1,1,1,στυγητοί,G47670,στυγητός,"Gr,S,....NMP"
Titus,3,3,19,B,1,1,1,detestable,,,
Titus,3,3,20,T,1,1,1,μισοῦντες,G34040,μισέω,"Gr,V,PPA.NMP"
Titus,3,3,20,B,1,5,5,and,,,
Titus,3,3,20,B,2,1,1,hating,,,
Titus,3,3,21,T,1,1,1,ἀλλήλους,G02400,ἀλλήλων,"Gr,R,....AMP"
Titus,3,3,21,B,1,1,1,one,,,
Titus,3,3,21,B,2,1,1,another,,,
Titus,3,4,1,T,1,1,1,Ὅτε,G37530,ὅτε,"Gr,C,......."
Titus,3,4,1,B,1,1,1,when,,,
Titus,3,4,2,T,1,1,1,δὲ,G11610,δέ,"Gr,C,......."
Titus,3,4,2,B,1,1,1,But,,,
Titus,3,4,3,T,1,1,2,ἡ,G35880,ὁ,"Gr,E,....NFS"
Titus,3,4,3,B,1,1,2,the,,,
Titus,3,4,4,T,1,1,1,χρηστότης,G55440,χρηστότης,"Gr,N,....NFS"
Titus,3,4,4,B,1,1,1,kindness,,,
Titus,3,4,5,T,1,1,1,καὶ,G25320,καί,"Gr,C,......."
Titus,3,4,5,B,1,1,1,and,,,
Titus,3,4,6,T,1,2,2,ἡ,G35880,ὁ,"Gr,E,....NFS"
Titus,3,4,6,B,1,2,2,the,,,
Titus,3,4,7,T,1,1,1,φιλανθρωπία,G53630,φιλανθρωπία,"Gr,N,....NFS"
Titus,3,4,7,B,1,1,1,love,,,
Titus,3,4,7,B,2,1,1,for,,,
Titus,3,4,7,B,3,1,1,mankind,,,
Titus,3,4,8,T,1,1,1,ἐπεφάνη,G20140,ἐπιφαίνω,"Gr,V,IAP3..S"
Titus,3,4,8,B,1,1,1,appeared,,,
Titus,3,4,9,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,3,4,9,T,2,1,1,Σωτῆρος,G49900,σωτήρ,"Gr,N,....GMS"
Titus,3,4,9,B,1,1,1,of,,,
Titus,3,4,9,B,2,1,1,Savior,,,
Titus,3,4,10,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,3,4,10,B,1,1,1,our,,,
Titus,3,4,11,T,1,1,1,Θεοῦ,G23160,θεός,"Gr,N,....GMS"
Titus,3,4,11,B,1,1,1,God,,,
Titus,3,5,1,T,1,1,1,οὐκ,G37560,οὐκ,"Gr,D,......."
Titus,3,5,1,B,1,1,1,it,,,
Titus,3,5,1,B,2,1,1,was,,,
Titus,3,5,1,B,3,1,1,not,,,
Titus,3,5,2,T,1,1,1,ἐξ,G15370,ἐκ,"Gr,P,......."
Titus,3,5,2,B,1,1,3,by,,,
Titus,3,5,3,T,1,1,1,ἔργων,G20410,ἔργον,"Gr,N,....GNP"
Titus,3,5,3,B,1,1,1,works,,,
Titus,3,5,4,T,1,1,1,τῶν,G35880,ὁ,"Gr,R,....GNP"
Titus,3,5,4,T,2,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,3,5,4,T,3,1,1,δικαιοσύνῃ,G13430,δικαιοσύνη,"Gr,N,....DFS"
Titus,3,5,4,B,1,1,2,of,,,
Titus,3,5,4,B,2,1,1,righteousness,,,
Titus,3,5,5,T,1,1,1,ἃ,G37390,ὅς,"Gr,R,....ANP"
Titus,3,5,5,B,1,1,2,that,,,
Titus,3,5,6,T,1,1,1,ἐποιήσαμεν,G41600,ποιέω,"Gr,V,IAA1..P"
Titus,3,5,6,B,1,1,1,did,,,
Titus,3,5,7,T,1,1,1,ἡμεῖς,G14730,ἡμεῖς,"Gr,R,...1N.P"
Titus,3,5,7,B,1,1,1,we,,,
Titus,3,5,8,T,1,1,1,ἀλλὰ,G02350,ἀλλά,"Gr,C,......."
Titus,3,5,8,B,1,1,1,but,,,
Titus,3,5,9,T,1,1,1,κατὰ,G25960,κατά,"Gr,P,......."
Titus,3,5,9,B,1,2,3,by,,,
Titus,3,5,10,T,1,1,1,τὸ,G35880,ὁ,"Gr,E,....ANS"
Titus,3,5,10,T,2,1,1,ἔλεος,G16560,ἔλεος,"Gr,N,....ANS"
Titus,3,5,10,B,1,1,1,mercy,,,
Titus,3,5,11,T,1,1,1,αὐτοῦ,G08460,αὐτός,"Gr,R,...3GMS"
Titus,3,5,11,B,1,1,1,his,,,
Titus,3,5,12,T,1,1,1,ἔσωσεν,G49820,σῴζω,"Gr,V,IAA3..S"
Titus,3,5,12,B,1,2,2,that,,,
Titus,3,5,12,B,2,1,1,he,,,
Titus,3,5,12,B,3,1,1,saved,,,
Titus,3,5,13,T,1,1,1,ἡμᾶς,G14730,ἡμάς,"Gr,R,...1A.P"
Titus,3,5,13,B,1,1,1,us,,,
Titus,3,5,14,T,1,1,1,διὰ,G12230,διά,"Gr,P,......."
Titus,3,5,14,B,1,1,1,through,,,
Titus,3,5,15,T,1,1,1,λουτροῦ,G30670,λουτρόν,"Gr,N,....GNS"
Titus,3,5,15,B,1,1,2,the,,,
Titus,3,5,15,B,2,1,1,washing,,,
Titus,3,5,16,T,1,1,1,παλιγγενεσίας,G38240,παλινγενεσία,"Gr,N,....GFS"
Titus,3,5,17,T,1,1,1,καὶ,G25320,καί,"Gr,C,......."
Titus,3,5,17,B,1,1,1,and,,,
Titus,3,5,18,T,1,1,1,ἀνακαινώσεως,G03420,ἀνακαίνωσις,"Gr,N,....GFS"
Titus,3,5,18,B,1,1,1,renewal,,,
Titus,3,5,19,T,1,1,1,Πνεύματος,G41510,πνεῦμα,"Gr,N,....GNS"
Titus,3,5,19,B,1,3,3,by,,,
Titus,3,5,19,B,2,2,2,the,,,
Titus,3,5,19,B,3,1,1,Spirit,,,
Titus,3,5,20,T,1,1,1,Ἁγίου,G00400,ἅγιος,"Gr,A,....GNS"
Titus,3,5,20,B,1,1,1,Holy,,,
Titus,3,6,1,T,1,1,1,οὗ,G37390,ὅς,"Gr,R,....GNS"
Titus,3,6,1,B,1,1,1,whom,,,
Titus,3,6,2,T,1,1,1,ἐξέχεεν,G16320,ἐκχέω,"Gr,V,IAA3..S"
Titus,3,6,2,B,1,1,1,he,,,
Titus,3,6,2,B,2,1,1,poured,,,
Titus,3,6,3,T,1,1,1,ἐφʼ,G19090,ἐπί,"Gr,P,......."
Titus,3,6,3,B,1,1,1,on,,,
Titus,3,6,4,T,1,1,1,ἡμᾶς,G14730,ἡμάς,"Gr,R,...1A.P"
Titus,3,6,4,B,1,1,1,us,,,
Titus,3,6,5,T,1,1,1,πλουσίως,G41460,πλουσίως,"Gr,D,......."
Titus,3,6,5,B,1,1,1,richly,,,
Titus,3,6,6,T,1,1,1,διὰ,G12230,διά,"Gr,P,......."
Titus,3,6,6,B,1,1,1,through,,,
Titus,3,6,7,T,1,1,1,Ἰησοῦ,G24240,Ἰησοῦς,"Gr,N,....GMS"
Titus,3,6,7,B,1,1,1,Jesus,,,
Titus,3,6,8,T,1,1,1,Χριστοῦ,G55470,χριστός,"Gr,N,....GMS"
Titus,3,6,8,B,1,1,1,Christ,,,
Titus,3,6,9,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,3,6,9,T,2,1,1,Σωτῆρος,G49900,σωτήρ,"Gr,N,....GMS"
Titus,3,6,9,B,1,1,1,Savior,,,
Titus,3,6,10,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,3,6,10,B,1,1,1,our,,,
Titus,3,7,1,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,3,7,1,B,1,1,1,so,,,
Titus,3,7,1,B,2,1,2,that,,,
Titus,3,7,2,T,1,1,1,δικαιωθέντες,G13440,δικαιόω,"Gr,V,PAP.NMP"
Titus,3,7,2,B,1,1,1,having,,,
Titus,3,7,2,B,2,1,1,been,,,
Titus,3,7,2,B,3,1,1,justified,,,
Titus,3,7,3,T,1,1,1,τῇ,G35880,ὁ,"Gr,E,....DFS"
Titus,3,7,3,T,2,1,1,χάριτι,G54850,χάρις,"Gr,N,....DFS"
Titus,3,7,3,B,1,1,1,by,,,
Titus,3,7,3,B,2,1,1,the,,,
Titus,3,7,3,B,3,1,1,grace,,,
Titus,3,7,4,T,1,1,1,ἐκείνου,G15650,ἐκεῖνος,"Gr,R,....GMS"
Titus,3,7,4,B,1,1,2,of,,,
Titus,3,7,4,B,2,2,2,that,,,
Titus,3,7,4,B,3,1,1,one,,,
Titus,3,7,5,T,1,1,1,κληρονόμοι,G28180,κληρονόμος,"Gr,N,....NMP"
Titus,3,7,5,B,1,1,1,heirs,,,
Titus,3,7,6,T,1,1,1,γενηθῶμεν,G10960,γίνομαι,"Gr,V,SAP1..P"
Titus,3,7,6,B,1,1,1,we,,,
Titus,3,7,6,B,2,1,1,might,,,
Titus,3,7,6,B,3,1,1,become,,,
Titus,3,7,7,T,1,1,1,κατʼ,G25960,κατά,"Gr,P,......."
Titus,3,7,7,B,1,1,1,according,,,
Titus,3,7,7,B,2,1,1,to,,,
Titus,3,7,8,T,1,1,1,ἐλπίδα,G16800,ἐλπίς,"Gr,N,....AFS"
Titus,3,7,8,B,1,1,1,certain,,,
Titus,3,7,8,B,2,1,1,hope,,,
Titus,3,7,9,T,1,1,1,ζωῆς,G22220,ζωή,"Gr,N,....GFS"
Titus,3,7,9,B,1,2,2,of,,,
Titus,3,7,9,B,2,1,1,life,,,
Titus,3,7,10,T,1,1,1,αἰωνίου,G01660,αἰώνιος,"Gr,A,....GFS"
Titus,3,7,10,B,1,1,1,eternal,,,
Titus,3,8,1,T,1,1,1,Πιστὸς,G41030,πιστός,"Gr,S,....NMS"
Titus,3,8,1,B,1,1,1,is,,,
Titus,3,8,1,B,2,1,1,trustworthy,,,
Titus,3,8,2,T,1,1,1,ὁ,G35880,ὁ,"Gr,E,....NMS"
Titus,3,8,2,B,1,1,1,This,,,
Titus,3,8,3,T,1,1,1,λόγος,G30560,λόγος,"Gr,N,....NMS"
Titus,3,8,3,B,1,1,1,message,,,
Titus,3,8,4,T,1,1,2,καὶ,G25320,καί,"Gr,C,......."
Titus,3,8,4,B,1,1,2,and,,,
Titus,3,8,5,T,1,1,1,περὶ,G40120,περί,"Gr,P,......."
Titus,3,8,5,B,1,1,1,on,,,
Titus,3,8,6,T,1,1,1,τούτων,G37780,οὗτος,"Gr,R,....GNP"
Titus,3,8,6,B,1,1,1,these,,,
Titus,3,8,6,B,2,1,2,things,,,
Titus,3,8,7,T,1,1,1,βούλομαί,G10140,βούλομαι,"Gr,V,IPM1..S"
Titus,3,8,7,B,1,1,1,I,,,
Titus,3,8,7,B,2,1,1,want,,,
Titus,3,8,8,T,1,1,1,σε,G47710,σε,"Gr,R,...2A.S"
Titus,3,8,8,B,1,1,1,you,,,
Titus,3,8,9,T,1,1,1,διαβεβαιοῦσθαι,G12260,διαβεβαιόομαι,"Gr,V,NPM...."
Titus,3,8,9,B,1,1,2,to,,,
Titus,3,8,9,B,2,1,1,insist,,,
Titus,3,8,10,T,1,1,1,Ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,3,8,10,B,1,1,1,so,,,
Titus,3,8,10,B,2,1,1,that,,,
Titus,3,8,11,T,1,1,1,φροντίζωσιν,G54310,φροντίζω,"Gr,V,SPA3..P"
Titus,3,8,11,B,1,1,1,may,,,
Titus,3,8,11,B,2,1,1,be,,,
Titus,3,8,11,B,3,1,1,careful,,,
Titus,3,8,12,T,1,1,1,καλῶν,G25700,καλός,"Gr,A,....GNP"
Titus,3,8,12,B,1,1,2,good,,,
Titus,3,8,13,T,1,1,1,ἔργων,G20410,ἔργον,"Gr,N,....GNP"
Titus,3,8,13,B,1,1,1,in,,,
Titus,3,8,13,B,2,1,1,works,,,
Titus,3,8,14,T,1,1,1,προΐστασθαι,G42910,προΐστημι,"Gr,V,NPM...."
Titus,3,8,14,B,1,2,2,to,,,
Titus,3,8,14,B,2,1,1,engage,,,
Titus,3,8,14,B,3,1,1,themselves,,,
Titus,3,8,15,T,1,1,1,οἱ,G35880,ὁ,"Gr,R,....NMP"
Titus,3,8,15,B,1,1,1,the,,,
Titus,3,8,15,B,2,1,1,ones,,,
Titus,3,8,16,T,1,1,1,πεπιστευκότες,G41000,πιστεύω,"Gr,V,PEA.NMP"
Titus,3,8,16,B,1,1,1,having,,,
Titus,3,8,16,B,2,1,1,believed,,,
Titus,3,8,17,T,1,1,1,Θεῷ,G23160,θεός,"Gr,N,....DMS"
Titus,3,8,17,B,1,1,1,God,,,
Titus,3,8,18,T,1,1,1,Ταῦτά,G37780,οὗτος,"Gr,R,....NNP"
Titus,3,8,18,B,1,1,1,These,,,
Titus,3,8,18,B,2,2,2,things,,,
Titus,3,8,19,T,1,1,1,ἐστιν,G15100,εἰμί,"Gr,V,IPA3..S"
Titus,3,8,19,B,1,1,1,are,,,
Titus,3,8,20,T,1,1,1,καλὰ,G25700,καλός,"Gr,S,....NNP"
Titus,3,8,20,B,1,2,2,good,,,
Titus,3,8,21,T,1,2,2,καὶ,G25320,καί,"Gr,C,......."
Titus,3,8,21,B,1,2,2,and,,,
Titus,3,8,22,T,1,1,1,ὠφέλιμα,G56240,ὠφέλιμος,"Gr,S,....NNP"
Titus,3,8,22,B,1,1,1,useful,,,
Titus,3,8,23,T,1,1,1,τοῖς,G35880,ὁ,"Gr,E,....DMP"
Titus,3,8,23,T,2,1,1,ἀνθρώποις,G04440,ἄνθρωπος,"Gr,N,....DMP"
Titus,3,8,23,B,1,1,1,for,,,
Titus,3,8,23,B,2,1,1,men,,,
Titus,3,9,1,T,1,1,1,Μωρὰς,G34740,μωρός,"Gr,A,....AFP"
Titus,3,9,1,B,1,1,1,foolish,,,
Titus,3,9,2,T,1,1,1,δὲ,G11610,δέ,"Gr,C,......."
Titus,3,9,2,B,1,1,1,But,,,
Titus,3,9,3,T,1,1,1,ζητήσεις,G22140,ζήτησις,"Gr,N,....AFP"
Titus,3,9,3,B,1,1,1,debates,,,
Titus,3,9,4,T,1,1,4,καὶ,G25320,καί,"Gr,C,......."
Titus,3,9,4,B,1,1,4,and,,,
Titus,3,9,5,T,1,1,1,γενεαλογίας,G10760,γενεαλογία,"Gr,N,....AFP"
Titus,3,9,5,B,1,1,1,genealogies,,,
Titus,3,9,6,T,1,2,4,καὶ,G25320,καί,"Gr,C,......."
Titus,3,9,6,B,1,2,4,and,,,
Titus,3,9,7,T,1,1,1,ἔρεις,G20540,ἔρις,"Gr,N,....AFP"
Titus,3,9,7,B,1,1,1,strife,,,
Titus,3,9,8,T,1,3,4,καὶ,G25320,καί,"Gr,C,......."
Titus,3,9,8,B,1,3,4,and,,,
Titus,3,9,9,T,1,1,1,μάχας,G31630,μάχη,"Gr,N,....AFP"
Titus,3,9,9,B,1,1,1,conflict,,,
Titus,3,9,10,T,1,1,1,νομικὰς,G35440,νομικός,"Gr,A,....AFP"
Titus,3,9,10,B,1,1,1,about,,,
Titus,3,9,10,B,2,1,1,the,,,
Titus,3,9,10,B,3,1,1,law,,,
Titus,3,9,11,T,1,1,1,περιΐστασο,G40260,περιίστημι,"Gr,V,MPM2..S"
Titus,3,9,11,B,1,1,1,avoid,,,
Titus,3,9,12,T,1,1,1,εἰσὶν,G15100,εἰμί,"Gr,V,IPA3..P"
Titus,3,9,12,B,1,1,1,they,,,
Titus,3,9,12,B,2,1,1,are,,,
Titus,3,9,13,T,1,1,1,γὰρ,G10630,γάρ,"Gr,C,......."
Titus,3,9,13,B,1,1,1,because,,,
Titus,3,9,14,T,1,1,1,ἀνωφελεῖς,G05120,ἀνωφελής,"Gr,S,....NFP"
Titus,3,9,14,B,1,1,1,unprofitable,,,
Titus,3,9,15,T,1,4,4,καὶ,G25320,καί,"Gr,C,......."
Titus,3,9,15,B,1,4,4,and,,,
Titus,3,9,16,T,1,1,1,μάταιοι,G31520,μάταιος,"Gr,S,....NFP"
Titus,3,9,16,B,1,1,1,worthless,,,
Titus,3,10,1,T,1,1,1,Αἱρετικὸν,G01410,αἱρετικός,"Gr,A,....AMS"
Titus,3,10,1,B,1,1,1,divisive,,,
Titus,3,10,2,T,1,1,1,ἄνθρωπον,G04440,ἄνθρωπος,"Gr,N,....AMS"
Titus,3,10,2,B,1,1,1,a,,,
Titus,3,10,2,B,2,1,1,person,,,
Titus,3,10,3,T,1,1,1,μετὰ,G33260,μετά,"Gr,P,......."
Titus,3,10,3,B,1,1,1,after,,,
Titus,3,10,4,T,1,1,1,μίαν,G15200,μία,"Gr,E,....AFS"
Titus,3,10,4,B,1,1,1,one,,,
Titus,3,10,5,T,1,1,1,καὶ,G25320,καί,"Gr,C,......."
Titus,3,10,5,B,1,1,1,or,,,
Titus,3,10,6,T,1,1,1,δευτέραν,G12080,δεύτερος,"Gr,E,....AFS"
Titus,3,10,6,B,1,1,1,two,,,
Titus,3,10,7,T,1,1,1,νουθεσίαν,G35590,νουθεσία,"Gr,N,....AFS"
Titus,3,10,7,B,1,1,1,warnings,,,
Titus,3,10,8,T,1,1,1,παραιτοῦ,G38680,παραιτέομαι,"Gr,V,MPM2..S"
Titus,3,10,8,B,1,1,1,Reject,,,
Titus,3,11,1,T,1,1,1,εἰδὼς,G14920,εἴδω,"Gr,V,PEA.NMS"
Titus,3,11,1,B,1,1,1,knowing,,,
Titus,3,11,2,T,1,1,1,ὅτι,G37540,ὅτι,"Gr,C,......."
Titus,3,11,2,B,1,1,1,that,,,
Titus,3,11,3,T,1,1,1,ἐξέστραπται,G16120,ἐκστρέφω,"Gr,V,IEP3..S"
Titus,3,11,3,B,1,1,1,has,,,
Titus,3,11,3,B,2,1,1,turned,,,
Titus,3,11,3,B,3,1,1,from,,,
Titus,3,11,3,B,4,1,1,the,,,
Titus,3,11,3,B,5,1,1,right,,,
Titus,3,11,3,B,6,1,1,way,,,
Titus,3,11,4,T,1,1,1,ὁ,G35880,ὁ,"Gr,E,....NMS"
Titus,3,11,4,T,2,1,1,τοιοῦτος,G51080,τοιοῦτος,"Gr,R,....NMS"
Titus,3,11,4,B,1,1,1,such,,,
Titus,3,11,4,B,2,1,1,a,,,
Titus,3,11,4,B,3,1,1,one,,,
Titus,3,11,5,T,1,1,1,καὶ,G25320,καί,"Gr,C,......."
Titus,3,11,5,B,1,1,1,and,,,
Titus,3,11,6,T,1,1,1,ἁμαρτάνει,G02640,ἁμαρτάνω,"Gr,V,IPA3..S"
Titus,3,11,6,B,1,1,1,is,,,
Titus,3,11,6,B,2,1,1,sinning,,,
Titus,3,11,7,T,1,1,1,ὢν,G15100,εἰμί,"Gr,V,PPA.NMS"
Titus,3,11,7,B,1,1,1,being,,,
Titus,3,11,8,T,1,1,1,αὐτοκατάκριτος,G08430,αὐτοκατάκριτος,"Gr,S,....NMS"
Titus,3,11,8,B,1,1,1,self,,,
Titus,3,11,8,B,2,1,1,condemned,,,
Titus,3,12,1,T,1,1,1,Ὅταν,G37520,ὅταν,"Gr,C,......."
Titus,3,12,1,B,1,1,1,When,,,
Titus,3,12,2,T,1,1,1,πέμψω,G39920,πέμπω,"Gr,V,SAA1..S"
Titus,3,12,2,B,1,1,2,I,,,
Titus,3,12,2,B,2,1,1,send,,,
Titus,3,12,3,T,1,1,1,Ἀρτεμᾶν,G07340,Ἀρτεμᾶς,"Gr,N,....AMS"
Titus,3,12,3,B,1,1,1,Artemas,,,
Titus,3,12,4,T,1,1,1,πρὸς,G43140,πρός,"Gr,P,......."
Titus,3,12,4,B,1,1,4,to,,,
Titus,3,12,5,T,1,1,1,σὲ,G47710,σε,"Gr,R,...2A.S"
Titus,3,12,5,B,1,1,1,you,,,
Titus,3,12,6,T,1,1,1,ἢ,G22280,ἤ,"Gr,C,......."
Titus,3,12,6,B,1,1,1,or,,,
Titus,3,12,7,T,1,1,1,Τυχικόν,G51900,Τυχικός,"Gr,N,....AMS"
Titus,3,12,7,B,1,1,1,Tychicus,,,
Titus,3,12,8,T,1,1,1,σπούδασον,G47040,σπουδάζω,"Gr,V,MAA2..S"
Titus,3,12,8,B,1,1,1,hurry,,,
Titus,3,12,9,T,1,1,1,ἐλθεῖν,G20640,ἔρχομαι,"Gr,V,NAA...."
Titus,3,12,9,B,1,2,4,to,,,
Titus,3,12,9,B,2,1,1,come,,,
Titus,3,12,10,T,1,1,1,πρός,G43140,πρός,"Gr,P,......."
Titus,3,12,10,B,1,3,4,to,,,
Titus,3,12,11,T,1,1,1,με,G14730,με,"Gr,R,...1A.S"
Titus,3,12,11,B,1,1,1,me,,,
Titus,3,12,12,T,1,1,1,εἰς,G15190,εἰς,"Gr,P,......."
Titus,3,12,12,B,1,1,1,at,,,
Titus,3,12,13,T,1,1,1,Νικόπολιν,G35330,Νικόπολις,"Gr,N,....AFS"
Titus,3,12,13,B,1,1,1,Nicopolis,,,
Titus,3,12,14,T,1,1,1,ἐκεῖ,G15630,ἐκεῖ,"Gr,D,......."
