Book,Chapter,Verse,Alignment Sequence,Type,Word Sequence,Occurence,Occurences,Word,Strong,Lemma,Morph
Titus,1,1,16,B,1,1,1,agrees,,,
Titus,1,1,16,B,2,1,1,with,,,
Titus,1,1,17,T,1,1,1,εὐσέβειαν,G21500,εὐσέβεια,"Gr,N,....AFS"
Titus,1,1,17,B,1,1,1,godliness,,,
Titus,1,2,1,T,1,1,1,ἐπʼ,G19090,ἐπί,"Gr,P,......."
Titus,1,2,1,B,1,1,1,with,,,
Titus,1,2,2,T,1,1,1,ἐλπίδι,G16800,ἐλπίς,"Gr,N,....DFS"
Titus,1,2,2,B,1,1,2,the,,,
Titus,1,2,2,B,2,1,1,certain,,,
Titus,1,2,2,B,3,1,1,hope,,,
Titus,1,2,3,T,1,1,1,ζωῆς,G22220,ζωή,"Gr,N,....GFS"
Titus,1,2,3,B,1,1,2,of,,,
Titus,1,2,3,B,2,1,1,life,,,
Titus,1,2,4,T,1,1,1,αἰωνίου,G01660,αἰώνιος,"Gr,A,....GFS"
Titus,1,2,4,B,1,1,1,eternal,,,
Titus,1,2,5,T,1,1,1,ἣν,G37390,ὅς,"Gr,R,....AFS"
Titus,1,2,5,B,1,1,1,that,,,
Titus,1,2,6,T,1,1,1,ἐπηγγείλατο,G18610,ἐπαγγέλλω,"Gr,V,IAM3..S"
Titus,1,2,6,B,1,1,1,promised,,,
Titus,1,2,7,T,1,1,1,ὁ,G35880,ὁ,"Gr,E,....NMS"
Titus,1,2,7,B,1,1,1,who,,,
Titus,1,2,8,T,1,1,1,ἀψευδὴς,G08930,ἀψευδής,"Gr,A,....NMS"
Titus,1,2,8,B,1,1,1,does,,,
Titus,1,2,8,B,2,1,1,not,,,
Titus,1,2,8,B,3,1,1,lie,,,
Titus,1,2,9,T,1,1,1,Θεὸς,G23160,θεός,"Gr,N,....NMS"
Titus,1,2,9,B,1,1,1,God,,,
Titus,1,2,10,T,1,1,1,πρὸ,G42530,πρό,"Gr,P,......."
Titus,1,2,10,B,1,1,1,before,,,
Titus,1,2,11,T,1,1,1,χρόνων,G55500,χρόνος,"Gr,N,....GMP"
Titus,1,2,11,B,1,2,2,of,,,
Titus,1,2,11,B,2,1,1,time,,,
Titus,1,2,12,T,1,1,1,αἰωνίων,G01660,αἰώνιος,"Gr,A,....GMP"
Titus,1,2,12,B,1,1,1,all,,,
Titus,1,2,12,B,2,2,2,the,,,
Titus,1,2,12,B,3,1,1,ages,,,
Titus,1,3,1,T,1,1,1,ἐφανέρωσεν,G53190,φανερόω,"Gr,V,IAA3..S"
Titus,1,3,1,B,1,1,1,he,,,
Titus,1,3,1,B,2,1,1,revealed,,,
Titus,1,3,2,T,1,1,1,δὲ,G11610,δέ,"Gr,C,......."
Titus,1,3,2,B,1,1,1,But,,,
Titus,1,3,3,T,1,1,1,καιροῖς,G25400,καιρός,"Gr,N,....DMP"
Titus,1,3,3,B,1,1,1,at,,,
Titus,1,3,3,B,2,1,4,the,,,
Titus,1,3,3,B,3,1,1,time,,,
Titus,1,3,4,T,1,1,1,ἰδίοις,G23980,ἴδιος,"Gr,E,....DMP"
Titus,1,3,4,B,1,1,1,right,,,
Titus,1,3,5,T,1,1,1,τὸν,G35880,ὁ,"Gr,E,....AMS"
Titus,1,3,5,T,2,1,1,λόγον,G30560,λόγος,"Gr,N,....AMS"
Titus,1,3,5,B,1,1,1,word,,,
Titus,1,3,6,T,1,1,1,αὐτοῦ,G08460,αὐτός,"Gr,R,...3GMS"
Titus,1,3,6,B,1,1,1,his,,,
Titus,1,3,7,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,1,3,7,B,1,1,2,by,,,
Titus,1,3,8,T,1,1,1,κηρύγματι,G27820,κήρυγμα,"Gr,N,....DNS"
Titus,1,3,8,B,1,2,4,the,,,
Titus,1,3,8,B,2,1,1,proclamation,,,
Titus,1,3,9,T,1,1,1,ὃ,G37390,ὅς,"Gr,R,....ANS"
Titus,1,3,9,B,1,3,4,the,,,
Titus,1,3,9,B,2,1,1,one,,,
Titus,1,3,10,T,1,1,1,ἐπιστεύθην,G41000,πιστεύω,"Gr,V,IAP1..S"
Titus,1,3,10,B,1,1,1,was,,,
Titus,1,3,10,B,2,1,1,entrusted,,,
Titus,1,3,10,B,3,1,1,with,,,
Titus,1,3,11,T,1,1,1,ἐγὼ,G14730,ἐγώ,"Gr,R,...1N.S"
Titus,1,3,11,B,1,1,1,I,,,
Titus,1,3,12,T,1,1,1,κατʼ,G25960,κατά,"Gr,P,......."
Titus,1,3,12,B,1,2,2,by,,,
Titus,1,3,13,T,1,1,1,ἐπιταγὴν,G20030,ἐπιταγή,"Gr,N,....AFS"
Titus,1,3,13,B,1,4,4,the,,,
Titus,1,3,13,B,2,1,1,command,,,
Titus,1,3,14,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,1,3,14,T,2,1,1,Σωτῆρος,G49900,σωτήρ,"Gr,N,....GMS"
Titus,1,3,14,B,1,1,1,of,,,
Titus,1,3,14,B,2,1,1,Savior,,,
Titus,1,3,15,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,1,3,15,B,1,1,1,our,,,
Titus,1,3,16,T,1,1,1,Θεοῦ,G23160,θεός,"Gr,N,....GMS"
Titus,1,3,16,B,1,1,1,God,,,
Titus,1,4,1,T,1,1,1,Τίτῳ,G51030,Τίτος,"Gr,N,....DMS"
Titus,1,4,1,B,1,1,1,To,,,
Titus,1,4,1,B,2,1,1,Titus,,,
Titus,1,4,2,T,1,1,1,γνησίῳ,G11030,γνήσιος,"Gr,A,....DNS"
Titus,1,4,2,B,1,1,1,true,,,
Titus,1,4,3,T,1,1,1,τέκνῳ,G50430,τέκνον,"Gr,N,....DNS"
Titus,1,4,3,B,1,1,2,a,,,
Titus,1,4,3,B,2,1,1,son,,,
Titus,1,4,4,T,1,1,1,κατὰ,G25960,κατά,"Gr,P,......."
Titus,1,4,4,B,1,1,1,in,,,
Titus,1,4,5,T,1,1,1,κοινὴν,G28390,κοινός,"Gr,A,....AFS"
Titus,1,4,5,B,1,1,1,common,,,
Titus,1,4,6,T,1,1,1,πίστιν,G41020,πίστις,"Gr,N,....AFS"
Titus,1,4,6,B,1,2,2,a,,,
Titus,1,4,6,B,2,1,1,faith,,,
Titus,1,4,7,T,1,1,1,χάρις,G54850,χάρις,"Gr,N,....NFS"
Titus,1,4,7,B,1,1,1,Grace,,,
Titus,1,4,8,T,1,1,2,καὶ,G25320,καί,"Gr,C,......."
Titus,1,4,8,B,1,1,2,and,,,
Titus,1,4,9,T,1,1,1,εἰρήνη,G15150,εἰρήνη,"Gr,N,....NFS"
Titus,1,4,9,B,1,1,1,peace,,,
Titus,1,4,10,T,1,1,1,ἀπὸ,G05750,ἀπό,"Gr,P,......."
Titus,1,4,10,B,1,1,1,from,,,
Titus,1,4,11,T,1,1,1,Θεοῦ,G23160,θεός,"Gr,N,....GMS"
Titus,1,4,11,B,1,1,1,God,,,
Titus,1,4,12,T,1,1,1,Πατρὸς,G39620,πατήρ,"Gr,N,....GMS"
Titus,1,4,12,B,1,1,1,the,,,
Titus,1,4,12,B,2,1,1,Father,,,
Titus,1,4,13,T,1,2,2,καὶ,G25320,καί,"Gr,C,......."
Titus,1,4,13,B,1,2,2,and,,,
Titus,1,4,14,T,1,1,1,Χριστοῦ,G55470,χριστός,"Gr,N,....GMS"
Titus,1,4,14,B,1,1,1,Christ,,,
Titus,1,4,15,T,1,1,1,Ἰησοῦ,G24240,Ἰησοῦς,"Gr,N,....GMS"
Titus,1,4,15,B,1,1,1,Jesus,,,
Titus,1,4,16,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,1,4,16,T,2,1,1,Σωτῆρος,G49900,σωτήρ,"Gr,N,....GMS"
Titus,1,4,16,B,1,1,1,Savior,,,
Titus,1,4,17,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,1,4,17,B,1,1,1,our,,,
Titus,1,5,1,T,1,1,1,Τούτου,G37780,οὗτος,"Gr,R,....GNS"
Titus,1,5,1,B,1,1,1,this,,,
Titus,1,5,2,T,1,1,1,χάριν,G54840,χάριν,"Gr,P,......."
Titus,1,5,2,B,1,1,1,For,,,
Titus,1,5,2,B,2,1,1,purpose,,,
Titus,1,5,3,T,1,1,1,ἀπέλιπόν,G06200,ἀπολείπω,"Gr,V,IAA1..S"
Titus,1,5,3,B,1,1,2,I,,,
Titus,1,5,3,B,2,1,1,left,,,
Titus,1,5,4,T,1,1,1,σε,G47710,σε,"Gr,R,...2A.S"
Titus,1,5,4,B,1,1,3,you,,,
Titus,1,5,5,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,1,5,5,B,1,1,3,in,,,
Titus,1,5,6,T,1,1,1,Κρήτῃ,G29140,Κρήτη,"Gr,N,....DFS"
Titus,1,5,6,B,1,1,1,Crete,,,
Titus,1,5,7,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,1,5,7,B,1,1,1,that,,,
Titus,1,5,8,T,1,1,1,τὰ,G35880,ὁ,"Gr,R,....ANP"
Titus,1,5,8,B,1,1,1,the,,,
Titus,1,5,8,B,2,1,1,things,,,
Titus,1,5,9,T,1,1,1,λείποντα,G30070,λείπω,"Gr,V,PPA.ANP"
Titus,1,5,9,B,1,1,1,not,,,
Titus,1,5,9,B,2,1,1,yet,,,
Titus,1,5,9,B,3,1,1,being,,,
Titus,1,5,9,B,4,1,1,complete,,,
Titus,1,5,10,T,1,1,1,ἐπιδιορθώσῃ,G19300,ἐπιδιορθόω,"Gr,V,SAM2..S"
Titus,1,5,10,B,1,2,3,you,,,
Titus,1,5,10,B,2,1,1,might,,,
Titus,1,5,10,B,3,1,1,set,,,
Titus,1,5,10,B,4,2,3,in,,,
Titus,1,5,10,B,5,1,1,order,,,
Titus,1,5,11,T,1,1,1,καὶ,G25320,καί,"Gr,C,......."
Titus,1,5,11,B,1,1,1,and,,,
Titus,1,5,12,T,1,1,1,καταστήσῃς,G25250,καθίστημι,"Gr,V,SAA2..S"
Titus,1,5,12,B,1,1,1,ordain,,,
Titus,1,5,13,T,1,1,1,κατὰ,G25960,κατά,"Gr,P,......."
Titus,1,5,13,B,1,3,3,in,,,
Titus,1,5,13,B,2,1,1,every,,,
Titus,1,5,14,T,1,1,1,πόλιν,G41720,πόλις,"Gr,N,....AFS"
Titus,1,5,14,B,1,1,1,city,,,
Titus,1,5,15,T,1,1,1,πρεσβυτέρους,G42450,πρεσβύτερος,"Gr,S,....AMP"
Titus,1,5,15,B,1,1,1,elders,,,
Titus,1,5,16,T,1,1,1,ὡς,G56130,ὡς,"Gr,C,......."
Titus,1,5,16,B,1,1,1,as,,,
Titus,1,5,17,T,1,1,1,ἐγώ,G14730,ἐγώ,"Gr,R,...1N.S"
Titus,1,5,17,B,1,2,2,I,,,
Titus,1,5,18,T,1,1,1,σοι,G47710,σοι,"Gr,R,...2D.S"
Titus,1,5,18,B,1,3,3,you,,,
Titus,1,5,19,T,1,1,1,διεταξάμην,G12990,διατάσσω,"Gr,V,IAM1..S"
Titus,1,5,19,B,1,1,1,directed,,,
Titus,1,6,1,T,1,1,1,εἴ,G14870,εἰ,"Gr,C,......."
Titus,1,6,1,B,1,1,1,if,,,
Titus,1,6,2,T,1,1,1,τίς,G51000,τὶς,"Gr,R,....NMS"
Titus,1,6,2,B,1,1,1,anyone,,,
Titus,1,6,3,T,1,1,1,ἐστιν,G15100,εἰμί,"Gr,V,IPA3..S"
Titus,1,6,3,B,1,1,1,is,,,
Titus,1,6,4,T,1,1,1,ἀνέγκλητος,G04100,ἀνέγκλητος,"Gr,S,....NMS"
Titus,1,6,4,B,1,1,1,blameless,,,
Titus,1,6,5,T,1,1,1,μιᾶς,G15200,μία,"Gr,E,....GFS"
Titus,1,6,5,B,1,1,1,one,,,
Titus,1,6,6,T,1,1,1,γυναικὸς,G11350,γυνή,"Gr,N,....GFS"
Titus,1,6,6,B,1,1,2,of,,,
Titus,1,6,6,B,2,1,1,wife,,,
Titus,1,6,7,T,1,1,1,ἀνήρ,G04350,ἀνήρ,"Gr,N,....NMS"
Titus,1,6,7,B,1,1,1,a,,,
Titus,1,6,7,B,2,1,1,husband,,,
Titus,1,6,8,T,1,1,1,τέκνα,G50430,τέκνον,"Gr,N,....ANP"
Titus,1,6,8,B,1,1,1,children,,,
Titus,1,6,9,T,1,1,1,ἔχων,G21920,ἔχω,"Gr,V,PPA.NMS"
Titus,1,6,9,B,1,1,1,having,,,
Titus,1,6,10,T,1,1,1,πιστά,G41030,πιστός,"Gr,S,....ANP"
Titus,1,6,10,B,1,1,1,faithful,,,
Titus,1,6,11,T,1,1,1,μὴ,G33610,μή,"Gr,D,......."
Titus,1,6,11,B,1,1,1,not,,,
Titus,1,6,12,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,1,6,12,T,2,1,1,κατηγορίᾳ,G27240,κατηγορία,"Gr,N,....DFS"
Titus,1,6,12,B,1,1,1,accused,,,
Titus,1,6,13,T,1,1,1,ἀσωτίας,G08100,ἀσωτία,"Gr,N,....GFS"
Titus,1,6,13,B,1,2,2,of,,,
Titus,1,6,13,B,2,1,1,reckless,,,
Titus,1,6,13,B,3,1,1,behavior,,,
Titus,1,6,14,T,1,1,1,ἢ,G22280,ἤ,"Gr,C,......."
Titus,1,6,14,B,1,1,1,or,,,
Titus,1,6,15,T,1,1,1,ἀνυπότακτα,G05060,ἀνυπότακτος,"Gr,S,....ANP"
Titus,1,6,15,B,1,1,1,rebellion,,,
Titus,1,7,1,T,1,1,1,Δεῖ,G12100,δέω,"Gr,V,IPA3..S"
Titus,1,7,1,B,1,1,1,must,,,
Titus,1,7,2,T,1,1,1,γὰρ,G10630,γάρ,"Gr,C,......."
Titus,1,7,2,B,1,1,1,For,,,
Titus,1,7,3,T,1,1,1,τὸν,G35880,ὁ,"Gr,E,....AMS"
Titus,1,7,3,B,1,1,1,the,,,
Titus,1,7,4,T,1,1,1,ἐπίσκοπον,G19850,ἐπίσκοπος,"Gr,N,....AMS"
Titus,1,7,4,B,1,1,1,overseer,,,
Titus,1,7,5,T,1,1,1,ἀνέγκλητον,G04100,ἀνέγκλητος,"Gr,S,....AMS"
Titus,1,7,5,B,1,1,1,blameless,,,
Titus,1,7,6,T,1,1,1,εἶναι,G15100,εἰμί,"Gr,V,NPA...."
Titus,1,7,6,B,1,1,1,be,,,
Titus,1,7,7,T,1,1,1,ὡς,G56130,ὡς,"Gr,C,......."
Titus,1,7,7,B,1,1,1,as,,,
Titus,1,7,8,T,1,1,1,Θεοῦ,G23160,θεός,"Gr,N,....GMS"
Titus,1,7,8,B,1,1,1,of,,,
Titus,1,7,8,B,2,1,1,God,,,
Titus,1,7,9,T,1,1,1,οἰκονόμον,G36230,οἰκονόμος,"Gr,N,....AMS"
Titus,1,7,9,B,1,1,3,a,,,
Titus,1,7,9,B,2,1,1,household,,,
Titus,1,7,9,B,3,1,1,manager,,,
Titus,1,7,10,T,1,1,5,μὴ,G33610,μή,"Gr,D,......."
Titus,1,7,10,B,1,1,5,not,,,
Titus,1,7,11,T,1,1,1,αὐθάδη,G08290,αὐθάδης,"Gr,S,....AMS"
Titus,1,7,11,B,1,1,1,arrogant,,,
Titus,1,7,12,T,1,2,5,μὴ,G33610,μή,"Gr,D,......."
Titus,1,7,12,B,1,2,5,not,,,
Titus,1,7,13,T,1,1,1,ὀργίλον,G37110,ὀργίλος,"Gr,S,....AMS"
Titus,1,7,13,B,1,1,1,easily,,,
Titus,1,7,13,B,2,1,1,angered,,,
Titus,1,7,14,T,1,3,5,μὴ,G33610,μή,"Gr,D,......."
Titus,1,7,14,B,1,3,5,not,,,
Titus,1,7,15,T,1,1,1,πάροινον,G39430,πάροινος,"Gr,S,....AMS"
Titus,1,7,15,B,1,1,1,addicted,,,
Titus,1,7,15,B,2,1,1,to,,,
Titus,1,7,15,B,3,1,1,wine,,,
Titus,1,7,16,T,1,4,5,μὴ,G33610,μή,"Gr,D,......."
Titus,1,7,16,B,1,4,5,not,,,
Titus,1,7,17,T,1,1,1,πλήκτην,G41310,πλήκτης,"Gr,N,....AMS"
Titus,1,7,17,B,1,2,3,a,,,
Titus,1,7,17,B,2,1,1,brawler,,,
Titus,1,7,18,T,1,5,5,μὴ,G33610,μή,"Gr,D,......."
Titus,1,7,18,B,1,1,1,and,,,
Titus,1,7,18,B,2,5,5,not,,,
Titus,1,7,19,T,1,1,1,αἰσχροκερδῆ,G01460,αἰσχροκερδής,"Gr,S,....AMS"
Titus,1,7,19,B,1,3,3,a,,,
Titus,1,7,19,B,2,1,1,greedy,,,
Titus,1,7,19,B,3,1,1,man,,,
Titus,1,8,1,T,1,1,1,ἀλλὰ,G02350,ἀλλά,"Gr,C,......."
Titus,1,8,1,B,1,1,1,Instead,,,
Titus,1,8,2,T,1,1,1,φιλόξενον,G53820,φιλόξενος,"Gr,S,....AMS"
Titus,1,8,2,B,1,1,1,he,,,
Titus,1,8,2,B,2,1,1,must,,,
Titus,1,8,2,B,3,1,1,be,,,
Titus,1,8,2,B,4,1,1,hospitable,,,
Titus,1,8,3,T,1,1,1,φιλάγαθον,G53580,φιλάγαθος,"Gr,S,....AMS"
Titus,1,8,3,B,1,1,1,a,,,
Titus,1,8,3,B,2,1,1,friend,,,
Titus,1,8,3,B,3,1,1,of,,,
Titus,1,8,3,B,4,1,1,what,,,
Titus,1,8,3,B,5,1,1,is,,,
Titus,1,8,3,B,6,1,1,good,,,
Titus,1,8,4,T,1,1,1,σώφρονα,G49980,σώφρων,"Gr,S,....AMS"
Titus,1,8,4,B,1,1,1,sensible,,,
Titus,1,8,5,T,1,1,1,δίκαιον,G13420,δίκαιος,"Gr,S,....AMS"
Titus,1,8,5,B,1,1,1,righteous,,,
Titus,1,8,6,T,1,1,1,ὅσιον,G37410,ὅσιος,"Gr,S,....AMS"
Titus,1,8,6,B,1,1,1,holy,,,
Titus,1,8,7,T,1,1,1,ἐγκρατῆ,G14680,ἐγκρατής,"Gr,S,....AMS"
Titus,1,8,7,B,1,1,1,and,,,
Titus,1,8,7,B,2,1,1,self,,,
Titus,1,8,7,B,3,1,1,controlled,,,
Titus,1,9,1,T,1,1,1,ἀντεχόμενον,G04720,ἀντέχω,"Gr,V,PPM.AMS"
Titus,1,9,1,B,1,1,1,He,,,
Titus,1,9,1,B,2,1,1,must,,,
Titus,1,9,1,B,3,1,1,hold,,,
Titus,1,9,1,B,4,1,1,tightly,,,
Titus,1,9,1,B,5,1,2,to,,,
Titus,1,9,2,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,1,9,2,B,1,1,3,the,,,
Titus,1,9,3,T,1,1,1,κατὰ,G25960,κατά,"Gr,P,......."
Titus,1,9,3,B,1,1,2,that,,,
Titus,1,9,3,B,2,1,1,is,,,
Titus,1,9,3,B,3,1,1,in,,,
Titus,1,9,3,B,4,1,1,accordance,,,
Titus,1,9,3,B,5,1,2,with,,,
Titus,1,9,4,T,1,1,1,τὴν,G35880,ὁ,"Gr,E,....AFS"
Titus,1,9,4,B,1,2,3,the,,,
Titus,1,9,5,T,1,1,1,διδαχὴν,G13220,διδαχή,"Gr,N,....AFS"
Titus,1,9,5,B,1,1,2,teaching,,,
Titus,1,9,6,T,1,1,1,πιστοῦ,G41030,πιστός,"Gr,A,....GMS"
Titus,1,9,6,B,1,1,1,trustworthy,,,
Titus,1,9,7,T,1,1,1,λόγου,G30560,λόγος,"Gr,N,....GMS"
Titus,1,9,7,B,1,1,1,message,,,
Titus,1,9,8,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,1,9,8,B,1,1,1,so,,,
Titus,1,9,8,B,2,2,2,that,,,
Titus,1,9,9,T,1,1,1,δυνατὸς,G14150,δυνατός,"Gr,S,....NMS"
Titus,1,9,9,B,1,1,1,able,,,
Titus,1,9,10,T,1,1,1,ᾖ,G15100,εἰμί,"Gr,V,SPA3..S"
Titus,1,9,10,B,1,1,1,he,,,
Titus,1,9,10,B,2,1,1,may,,,
Titus,1,9,10,B,3,1,1,be,,,
Titus,1,9,11,T,1,1,2,καὶ,G25320,καί,"Gr,D,......."
Titus,1,9,11,B,1,1,1,both,,,
Titus,1,9,12,T,1,1,1,παρακαλεῖν,G38700,παρακαλέω,"Gr,V,NPA...."
Titus,1,9,12,B,1,2,2,to,,,
Titus,1,9,12,B,2,1,1,encourage,,,
Titus,1,9,12,B,3,1,1,others,,,
Titus,1,9,13,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,1,9,13,B,1,2,2,with,,,
Titus,1,9,14,T,1,1,2,τῇ,G35880,ὁ,"Gr,E,....DFS"
Titus,1,9,14,T,2,1,1,διδασκαλίᾳ,G13190,διδασκαλία,"Gr,N,....DFS"
Titus,1,9,14,B,1,2,2,teaching,,,
Titus,1,9,15,T,1,2,2,τῇ,G35880,ὁ,"Gr,R,....DFS"
Titus,1,9,15,T,2,1,1,ὑγιαινούσῃ,G51980,ὑγιαίνω,"Gr,V,PPA.DFS"
Titus,1,9,15,B,1,1,1,sound,,,
Titus,1,9,16,T,1,2,2,καὶ,G25320,καί,"Gr,C,......."
Titus,1,9,16,B,1,1,1,and,,,
Titus,1,9,17,T,1,1,1,τοὺς,G35880,ὁ,"Gr,R,....AMP"
Titus,1,9,17,B,1,3,3,the,,,
Titus,1,9,17,B,2,1,1,ones,,,
Titus,1,9,18,T,1,1,1,ἀντιλέγοντας,G04830,ἀντιλέγω,"Gr,V,PPA.AMP"
Titus,1,9,18,B,1,1,1,opposing,,,
Titus,1,9,18,B,2,1,1,him,,,
Titus,1,9,19,T,1,1,1,ἐλέγχειν,G16510,ἐλέγχω,"Gr,V,NPA...."
Titus,1,9,19,B,1,1,1,rebuke,,,
Titus,1,10,1,T,1,1,1,Εἰσὶν,G15100,εἰμί,"Gr,V,IPA3..P"
Titus,1,10,1,B,1,1,1,there,,,
Titus,1,10,1,B,2,1,1,are,,,
Titus,1,10,2,T,1,1,1,γὰρ,G10630,γάρ,"Gr,C,......."
Titus,1,10,2,B,1,1,1,For,,,
Titus,1,10,3,T,1,1,1,πολλοὶ,G41830,πολλός,"Gr,R,....NMP"
Titus,1,10,3,B,1,1,1,many,,,
Titus,1,10,3,B,2,1,1,people,,,
Titus,1,10,4,T,1,1,1,ἀνυπότακτοι,G05060,ἀνυπότακτος,"Gr,S,....NMP"
Titus,1,10,4,B,1,1,1,rebellious,,,
Titus,1,10,5,T,1,1,1,ματαιολόγοι,G31510,ματαιολόγος,"Gr,S,....NMP"
Titus,1,10,5,B,1,1,1,empty,,,
Titus,1,10,5,B,2,1,1,talkers,,,
Titus,1,10,6,T,1,1,1,καὶ,G25320,καί,"Gr,C,......."
Titus,1,10,7,T,1,1,1,φρεναπάται,G54230,φρεναπάτης,"Gr,N,....NMP"
Titus,1,10,7,B,1,1,1,deceivers,,,
Titus,1,10,8,T,1,1,1,μάλιστα,G31220,μάλιστα,"Gr,D,......."
Titus,1,10,8,B,1,1,1,especially,,,
Titus,1,10,9,T,1,1,1,οἱ,G35880,ὁ,"Gr,R,....NMP"
Titus,1,10,9,B,1,1,2,the,,,
Titus,1,10,9,B,2,1,1,ones,,,
Titus,1,10,10,T,1,1,1,ἐκ,G15370,ἐκ,"Gr,P,......."
Titus,1,10,10,B,1,1,1,from,,,
Titus,1,10,11,T,1,1,1,τῆς,G35880,ὁ,"Gr,E,....GFS"
Titus,1,10,11,B,1,2,2,the,,,
Titus,1,10,12,T,1,1,1,περιτομῆς,G40610,περιτομή,"Gr,N,....GFS"
Titus,1,10,12,B,1,1,1,circumcision,,,
Titus,1,11,1,T,1,1,1,οὓς,G37390,ὅς,"Gr,R,....AMP"
Titus,1,11,1,B,1,1,1,them,,,
Titus,1,11,2,T,1,1,2,δεῖ,G12100,δέω,"Gr,V,IPA3..S"
Titus,1,11,2,B,1,1,1,It,,,
Titus,1,11,2,B,2,1,1,is,,,
Titus,1,11,2,B,3,1,1,necessary,,,
Titus,1,11,3,T,1,1,1,ἐπιστομίζειν,G19930,ἐπιστομίζω,"Gr,V,NPA...."
Titus,1,11,3,B,1,1,1,to,,,
Titus,1,11,3,B,2,1,1,stop,,,
Titus,1,11,4,T,1,1,1,οἵτινες,G37480,ὅστις,"Gr,R,....NMP"
Titus,1,11,4,B,1,1,1,They,,,
Titus,1,11,5,T,1,1,1,ὅλους,G36500,ὅλος,"Gr,E,....AMP"
Titus,1,11,5,B,1,1,1,whole,,,
Titus,1,11,6,T,1,1,1,οἴκους,G36240,οἶκος,"Gr,N,....AMP"
Titus,1,11,6,B,1,1,1,households,,,
Titus,1,11,7,T,1,1,1,ἀνατρέπουσιν,G03960,ἀνατρέπω,"Gr,V,IPA3..P"
Titus,1,11,7,B,1,1,1,are,,,
